score,gt_classification,fen,classic_reg_score,classic_reg_classification,classic_score,classic_classification,gemini_direct_score,gemini_direct_classification,gemini_feature_material,gemini_feature_pawn_structure,gemini_feature_mobility,gemini_feature_king_safety,gemini_feature_tempo,gemini_feature_total
-6.24,black,rnb2rk1/pp5p/2pp2p1/4q3/3PR2Q/6P1/P1P3BP/R6K b - - 0 17,-3.0996,black,-5.1,black,-150.0,black,-0.5,-0.25,-0.75,-1.0,-0.5,-2.0
-0.06,equal,6k1/pp2rp2/2p5/7p/1P3n1R/1KP5/P4P2/5B2 b - - 0 31,-0.7794,equal,-1.4,equal,-25.0,black,0.1,-0.2,-0.15,0.3,-0.05,-0.0
5.33,white,8/2pbk3/3p1r2/1p2p3/p4p1P/3q1P2/PP3QP1/R1B1K2R w KQ - 0 30,2.9988,white,2.3,white,75.0,white,0.5,0.25,1.0,-0.5,0.75,1.0
6.21,white,r3r1k1/5p2/pq2pNp1/1bbpP3/7P/2P1B1Q1/1P3PP1/R3K2R b KQ - 4 23,0.909,equal,5.0,white,-25.0,black,0.5,-0.2,-0.3,-0.1,-0.2,-0.3
29.78,white,4rB2/pk2P2p/2R3p1/1pRp4/1P1P4/8/PP1N2PP/6K1 b - - 1 28,10.0134,white,14.9,white,-150.0,black,-0.2,-0.1,-0.15,0.3,-0.05,-0.2
0.64,equal,rnbqkbnr/ppp2ppp/3p4/8/3pP3/2P5/PP3PPP/RNBQKBNR w KQkq - 0 4,-0.7434000000000001,equal,-0.3999999999999999,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-8.45,black,1n1qkbnr/4pppp/2p5/1p6/1PpP4/N3P3/4NPPP/r1BQK2R w Kk - 0 11,-4.5864,black,-5.9,black,35.0,white,0.3,0.1,0.4,0.1,0.2,1.1
-10.57,black,r4rk1/pp3ppp/2npn3/8/P7/5P2/1PPNb1PP/R2R2K1 w - - 0 16,-4.644,black,-7.5,black,30.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-11.19,black,2kr3r/Qp3pp1/2p4p/1q2N3/8/2P1P2P/PP6/1b2K2R w - - 0 23,-3.8754,black,-6.4,black,250.0,white,2.0,0.25,0.5,0.25,0.5,1.5
3.72,white,2r2k2/1p1nN1pp/p7/8/4N3/5P2/r5PP/1R4K1 w - - 3 28,-2.3094,black,-3.4,black,75.0,white,1.5,0.25,0.5,0.5,0.25,3.0
2.24,white,r1b1kbnr/ppp2ppp/3q4/3pn3/8/2N1PN2/PPP2PPP/R1BQKB1R w KQkq - 0 6,-0.036,equal,-1.0,equal,25.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-0.18,equal,r1bqkbnr/ppp2ppp/2n5/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R b KQkq - 1 4,0.0108,equal,0.30000000000000004,equal,25.0,white,0.0,0.1,-0.2,0.0,-0.1,-0.2
-4.27,black,1k1r2r1/pp6/2p4b/2P1qn1p/Q2p3P/N4BP1/PP2PP1K/R5R1 b - - 0 21,1.4976,equal,1.1,equal,-75.0,black,0.25,-0.25,-0.75,-1.0,-0.5,-1.25
-0.03,equal,rnbqkb1r/1pp2ppp/4pn2/pP1p4/8/P7/1BPPPPPP/RN1QKBNR w KQkq - 0 5,-0.0288,equal,-0.8,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
0.49,equal,r2qkbnr/pppb1ppp/2n1p3/1B1pP3/3P4/8/PPP2PPP/RNBQK1NR w KQkq - 2 5,0.0216,equal,0.6000000000000001,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-1.25,equal,rn2k2r/pp3ppp/3qpn2/2pp4/4P3/3P1N2/PPP2PPP/RN1Q1RK1 b kq - 3 9,-0.0396,equal,-1.1,equal,25.0,white,0.1,0.2,-0.1,0.0,0.0,0.2
7.16,white,2r5/p3k2p/3p4/3p2p1/1P1b2P1/PR2B3/4p1P1/4R1K1 b - - 1 32,2.2338,white,1.2999999999999998,equal,25.0,white,-0.25,0.25,0.5,0.5,0.25,0.25
9.61,white,2kr1b1r/pp3p1p/6p1/3p1B2/4n3/2P1B2P/PP3PP1/R2Q1RK1 b - - 0 17,7.029,white,13.0,white,30.0,white,-0.25,0.1,0.5,0.0,0.3,0.65
1.89,equal,r1b1k1nr/p2pqppp/2pb4/2p1p3/3PP3/2P2N2/PP3PPP/RNBQK2R w KQkq - 1 7,0.036,equal,1.0,equal,25.0,white,0.2,0.1,0.3,0.0,0.1,0.4
-15.89,black,6R1/5r1p/p3p2k/6p1/P2Qp3/1P2PpP1/3P3q/3K4 b - - 1 38,-0.729,equal,0.0,equal,-250.0,black,-1.5,-0.25,-0.75,-1.0,-0.5,-4.0
9.37,white,4r3/1pq1ppk1/3p2p1/3P3p/3N1Q2/1P3R1P/5PPK/8 b - - 7 33,1.53,equal,2.0,equal,-25.0,black,0.25,-0.25,-0.15,0.0,-0.1,-0.25
0.73,equal,r3r3/p1q2pkp/3p2p1/1pnP4/2p1PPn1/5Q1P/PP4P1/1B2RRK1 w - - 0 21,-2.3778,black,-5.300000000000001,black,150.0,white,1.5,0.25,0.75,0.5,0.25,1.25
-0.01,equal,rn2kb1r/p3pppp/1qb2n2/1p2N3/2pP4/2N1PQ2/1P3PPP/R1B1KB1R w KQkq - 3 10,-0.6930000000000001,equal,1.0,equal,30.0,white,0.3,0.1,0.2,0.0,0.1,0.7
0.91,equal,rnb1k2r/ppp1qpp1/4p2p/4P3/3P4/2P5/P1P3PP/R2QKBNR w KQkq - 1 10,-0.0108,equal,-0.30000000000000004,equal,30.0,white,0.25,0.1,0.3,0.0,0.15,0.4
-49.99,black,rnbk2nr/pppp2Qp/8/2b1p3/8/6P1/PPPP1q1P/RNBK1B2 b - - 1 9,-6.1452,black,-8.7,black,-75.0,black,-1.5,0.25,-0.5,0.5,-0.75,-1.0
-2.02,black,2rq1rk1/1b2pp1p/p2p1bp1/1pn2P2/4P3/2NB1N2/PPPQ2PP/2KRR3 w - - 2 15,-0.0072,equal,-0.2,equal,35.0,white,0.3,0.1,0.2,0.1,0.1,0.4
-3.35,black,r2r2k1/6bp/p1p3p1/1pPp4/1P1PpPb1/P1N1P1nP/3B2BK/1R3R2 b - - 2 25,-0.018,equal,-0.5,equal,30.0,white,-0.25,-0.1,0.75,-0.5,0.6,0.5
12.94,white,8/8/6P1/4k3/6K1/8/1b5P/8 w - - 3 52,-0.7722,equal,-1.2,equal,150.0,white,1.0,0.25,0.25,0.5,0.0,0.75
0.04,equal,rnb1kbnr/ppp1pppp/8/8/4P3/8/PPP2PPP/RNBqKBNR w KQkq - 0 4,-7.025399999999999,black,-12.9,black,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
0.37,equal,r1b1k2r/3pqpbp/p3p1p1/1pp1P1P1/2PB1P2/2NP4/PP1QB2P/R3K2R b KQkq - 0 16,2.331,white,4.0,white,-25.0,black,0.1,0.05,0.15,-0.05,0.05,0.3
-5.18,black,rnbqk2r/pp3ppp/4pn2/2bpN1B1/4P3/8/PPP2PPP/RN1QKB1R b KQkq - 3 6,0.036,equal,1.0,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-2.96,black,5r1r/pp3p2/2ppn1k1/4pR2/P3P2P/2PPP1P1/1P6/5RK1 b - - 0 24,-0.7686000000000001,equal,-1.1,equal,-25.0,black,0.1,-0.2,0.3,0.0,0.1,0.1
8.0,white,2b3r1/1k1n4/pppPpN2/4P2p/5R2/3B4/PP2N1rP/R6K b - - 2 24,2.3489999999999998,white,4.5,white,-25.0,black,-0.2,-0.1,-0.3,0.4,-0.1,-0.2
5.98,white,r1b2rk1/2pp1ppp/p4q2/1pb5/3NP1n1/1B6/PP3PPP/RNBQR1K1 w - - 1 12,1.5192,equal,1.7,equal,35.0,white,0.25,0.1,0.3,0.0,0.15,0.8
9.47,white,r1b4r/p3npbp/k1nNp1p1/1pB5/4PN2/6P1/PPP2P1P/2KR1B1R b - - 0 15,0.8226,equal,2.6,white,25.0,white,-0.25,-0.15,0.4,0.2,0.3,0.5
7.26,white,2b4r/8/4pN2/8/8/1R3pP1/PPPk1K2/5B2 b - - 4 39,3.8754,white,6.4,white,-150.0,black,-0.5,0.25,0.75,-0.5,0.5,0.0
0.01,equal,rnbqkb1r/pppp1ppp/4pn2/8/3P4/P3P3/1PP2PPP/RNBQKBNR b KQkq - 0 3,0.018,equal,0.5,equal,25.0,white,0.0,0.1,-0.1,0.0,0.0,0.0
7.59,white,2br2k1/q4pb1/p2Bp1pp/2P1P3/NQ3P2/1B2p3/PP4PP/3R2K1 b - - 0 25,3.1104000000000003,white,5.4,white,-150.0,black,-1.5,-0.25,0.5,-0.75,-0.25,-1.25
8.36,white,1rb4r/4k1pp/pp3p2/4p3/2P3PB/2b4P/P1N1KPB1/3R2NR b - - 0 21,3.8646000000000003,white,6.1,white,30.0,white,0.1,0.2,-0.15,0.0,-0.05,0.1
3.62,white,1k1r1b1r/1pq4p/p6n/1b3P1P/1P2p1P1/P1NP4/4BB2/R2Q1RK1 w - - 0 22,1.4868000000000001,equal,0.7999999999999998,equal,75.0,white,2.5,0.25,0.75,-0.25,0.5,3.75
0.98,equal,r1bqk2r/pp1n1pp1/2pbp3/3p3p/2PP2n1/2N1PN1P/PPQ2P2/R1B1KBR1 b Qkq - 0 9,-0.7866,equal,-1.6,equal,-25.0,black,0.0,-0.25,-0.5,0.0,-0.25,-0.5
0.7,equal,r1bq1rk1/pp2ppbp/2np1np1/8/2PNP3/2N1B3/PP2BPPP/R2Q1RK1 b - - 1 9,0.0288,equal,0.8,equal,-25.0,black,0.1,-0.2,-0.15,0.0,-0.05,-0.3
5.0,white,5rk1/1b3pb1/1p1q1np1/2pPp2p/Q1P5/4B1PB/PP3P1P/3R1RK1 b - - 0 19,2.3274,white,3.9,white,-150.0,black,-1.5,-0.25,-0.5,-0.25,-0.25,-2.75
3.92,white,5R2/5R2/p3p1p1/1pq1p2k/7P/1P1P4/2P3P1/7K w - - 1 35,0.7722,equal,1.2,equal,150.0,white,1.5,0.25,0.5,0.25,0.25,0.95
0.71,equal,rnb1k1nr/p4pp1/1bpp3p/1p2p3/1P2P2P/PBPP1P2/5P2/RNB1K1NR w KQkq - 0 11,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.25,0.1,0.3,0.05,0.15,0.85
-9.38,black,2kr1b1r/ppp1pppp/2n5/2qp4/8/P1B1PN2/1PP2PPP/RN2K2R b KQ - 3 11,-5.369400000000001,black,-7.4,black,25.0,white,-0.25,0.0,0.5,0.25,0.0,0.25
0.2,equal,r1bq1rk1/1p2bppp/p1n1pn2/8/2BP4/P1N2N1P/1P3PP1/R1BQR1K1 b - - 0 11,0.0468,equal,1.3,equal,25.0,white,0.0,-0.2,0.1,0.0,-0.1,-0.2
0.05,equal,rnbq2k1/pp3ppp/2pb1n2/3p2B1/3P4/2NB1N2/PPP2PPP/R2Qr1K1 w - - 0 10,-3.9906,black,-9.600000000000001,black,30.0,white,0.3,0.1,0.2,0.0,0.1,0.7
2.05,white,r2q1rk1/1pp2pp1/1bn2n1p/pP1p4/P2P2bB/2P2N2/3NBPPP/R2QR1K1 b - - 0 14,-0.0324,equal,-0.9,equal,25.0,white,0.1,0.2,-0.3,0.0,-0.1,-0.1
1.2,equal,rn1qk2r/ppp2ppp/3pbn2/2b1p3/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 3 6,-0.0396,equal,-1.1,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
0.64,equal,r4b1r/3k4/n2p2q1/1p1n3p/p2NN1P1/P1P1B3/1P4PP/R2QR1K1 b - - 0 26,1.5408,equal,2.3,white,-25.0,black,0.1,0.2,-0.3,-0.1,-0.2,-0.3
-1.25,equal,2kr4/2p5/ppnp4/4p3/P1P1P1r1/1N2KR2/1P2P3/5R2 w - - 0 27,0.0,equal,0.0,equal,250.0,white,2.0,0.5,1.0,0.75,0.5,4.75
0.0,equal,5N2/6kp/8/4rp2/2K1p3/8/7P/4R3 w - - 0 40,0.7758,equal,1.3,equal,250.0,white,1.75,0.25,0.5,-0.5,0.25,1.25
1.48,equal,4r1k1/p4pp1/2pq2b1/1p1p2Pp/4n2P/1B3N2/PPPN1P2/2K2QR1 w - - 2 22,1.4796,equal,0.5999999999999999,equal,35.0,white,0.3,-0.1,0.4,-0.2,0.2,0.6
0.09,equal,rnbqkb1r/pp3ppp/2p1pn2/3pP3/8/5P2/PPPPN1PP/R1BQKBNR b KQkq - 0 5,-0.0396,equal,-1.1,equal,-25.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
10.91,white,1B6/3k4/1K1P4/5p2/bP3P2/8/8/8 w - - 10 59,1.5264,equal,1.9,equal,150.0,white,1.5,0.25,0.25,-0.5,0.0,0.5
1.81,equal,1k1r4/1pr3p1/1p3p1p/2bPp2P/p1P1N1P1/P2R1P2/1P6/1KR5 w - - 1 27,0.0,equal,0.0,equal,35.0,white,0.3,-0.1,0.4,-0.2,0.2,0.6
3.32,white,2k1r2r/nppqbpp1/p2p1n2/3P2Pp/PPB2P2/2P2N1P/4QB2/R4RK1 b - - 0 25,0.061200000000000004,equal,1.7000000000000002,equal,-25.0,black,-0.25,0.1,0.4,0.3,0.2,0.25
-9.52,black,r4rk1/1pp3pp/p1p2pn1/8/1q2P3/5NP1/PP1B2PP/R4R1K b - - 5 16,-5.3802,black,-7.7,black,30.0,white,-0.25,0.1,0.4,0.0,0.3,0.55
0.34,equal,rnbqkbnr/1ppp1ppp/8/p3p3/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0072,equal,0.2,equal,25.0,white,0.0,0.05,0.2,0.0,0.1,0.35
0.37,equal,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,-0.0144,equal,-0.4,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
5.91,white,r1bq1rk1/pp3ppp/2n5/3Np3/1b6/3B4/PPP1NPPP/R1BQ1RK1 b - - 0 10,2.2878,white,2.8,white,25.0,white,0.1,-0.1,0.2,0.0,-0.1,0.1
-0.65,equal,rnbqkbnr/1ppp1pp1/4p2p/p6P/8/1P2P3/P1PP1PP1/RNBQKBNR b KQkq - 0 4,0.0072,equal,0.2,equal,-15.0,black,0.0,-0.2,-0.1,0.0,-0.1,-0.3
9.9,white,8/8/8/3p1k2/1r4N1/1P1R4/1KP5/8 w - - 8 65,3.078,white,4.5,white,250.0,white,2.0,0.25,0.75,0.5,0.25,1.5
0.79,equal,rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/2N1B3/PPP1BPPP/R2QK1NR w KQ - 4 6,0.0252,equal,0.7000000000000001,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-0.49,equal,r2qk2r/ppp2ppp/2nb1n2/3p4/2P2P2/1B2P2P/PP2Q1P1/RNB1K2R b KQkq - 0 11,-0.0252,equal,-0.7000000000000001,equal,-25.0,black,0.1,-0.2,-0.1,0.0,-0.05,-0.25
5.58,white,r4rk1/pp2pp1p/6p1/8/4B3/5P2/P4P1P/R2q1RK1 w - - 0 18,-6.1848,black,-9.8,black,30.0,white,0.3,-0.1,0.2,0.0,0.1,0.5
0.76,equal,r1bq1rk1/pppn1ppp/4pn2/8/2BP3P/4PN2/PP1N1PP1/R2QK2R w KQ - 1 9,0.05399999999999999,equal,1.5,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-2.61,black,r1b2rk1/2p2pb1/3q2p1/p3n1P1/1p5P/2P1QP2/PP6/1NK1RBNR w - - 1 20,0.729,equal,0.0,equal,35.0,white,0.3,0.1,0.2,0.1,0.1,0.4
-8.9,black,8/8/8/5k2/5p2/5K2/r4N2/8 b - - 5 65,-2.331,black,-4.0,black,-150.0,black,-0.5,0.25,0.25,0.5,0.0,0.5
9.52,white,r3nrk1/1p2q2p/pnp1Ppp1/8/4P1Q1/PP1P3P/1BPN2B1/R4RK1 w - - 0 23,3.1068000000000002,white,5.3,white,150.0,white,1.5,0.25,0.5,0.25,0.25,2.75
-49.97,black,8/2p3R1/3k2p1/p7/Pp1K2PP/1Pr5/2P1p3/8 b - - 3 45,-0.0324,equal,-0.9,equal,-25.0,black,-0.25,-0.15,-0.2,-0.3,-0.1,-0.5
-0.25,equal,rnbq1rk1/pp2ppbp/5np1/3p4/2B5/2NPBN2/PPP2PPP/R2Q1RK1 w - - 0 9,0.0324,equal,0.9,equal,30.0,white,0.3,0.1,0.4,0.0,0.2,1.0
0.02,equal,rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,-0.0108,equal,-0.30000000000000004,equal,15.0,white,0.0,0.0,0.1,0.0,0.1,0.2
-7.51,black,rnb1kbnr/pp2pppp/8/2p5/4P3/2Pq1N2/P2P1PPP/RNBQK2R w KQkq - 0 6,-2.367,black,-5.0,black,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-0.57,equal,3q1rk1/1pp2pp1/r2pbn1p/nN2p3/2PbP3/3P1N1P/P2BBPP1/1R1Q1RK1 b - - 5 15,-0.018,equal,-0.5,equal,-250.0,black,-2.5,0.25,0.1,-0.2,0.05,-2.3
2.55,white,r2n1rk1/1bp1q1bp/1p2p1p1/p3PpN1/3P1P2/1BP5/PP4PP/R1BQ1RK1 w - - 4 16,0.7614,equal,0.9,equal,35.0,white,0.3,0.1,0.2,0.1,0.1,0.4
-6.09,black,r5k1/4bp1p/p5p1/1pp1P3/4NPn1/2P3P1/PPqB3P/3RR1K1 w - - 2 21,-2.3453999999999997,black,-4.4,black,150.0,white,1.5,0.25,0.5,-0.25,0.25,1.25
-2.46,black,2r1R1k1/pp1b1p1p/3p1p2/3P2p1/2P2n2/1P3NqP/P2Q2P1/R4B1K b - - 0 25,3.2076000000000002,white,8.100000000000001,white,25.0,white,0.25,-0.1,-0.3,-0.2,-0.15,-0.5
-16.99,black,r4rk1/ppp1bpp1/5n1p/8/2P4P/6P1/PPnP1PK1/RNB1R3 b - - 4 18,-1.5588,equal,-2.8,black,25.0,white,-0.25,-0.15,-0.1,0.0,-0.05,-0.55
-3.68,black,r1q1r1k1/ppp2ppp/3b4/4p3/2N2nP1/1P5P/PBP2P2/R4RKQ b - - 2 21,-0.7794,equal,-1.4,equal,-25.0,black,0.1,-0.2,0.3,0.0,0.2,0.2
-2.29,black,4r3/pR2rk2/2p4p/b1Pp1ppP/P2P4/5KP1/4N3/1R6 b - - 0 28,-0.7506,equal,-0.6,equal,-150.0,black,0.1,-0.15,-0.2,0.0,-0.05,-0.3
1.37,equal,r2q1rk1/pp2n1pp/3b1n2/2p1pN2/3pP3/3P2N1/PPP3PP/R1BQ1RK1 b - - 2 13,0.0036,equal,0.1,equal,-25.0,black,0.1,-0.2,0.2,0.0,0.1,0.2
0.82,equal,r2r2k1/1pbnq1pb/2p1pp1p/1n6/pPNP1P2/P3PNP1/1B2Q1BP/2R1R1K1 b - - 1 23,-0.0396,equal,-1.1,equal,25.0,white,-0.25,0.1,0.4,0.2,0.15,0.1
-1.05,equal,r2q1rk1/pb2n2p/1p2p1p1/2p5/1P2pP2/P1P1P1P1/4N2P/R1BQ1RK1 w - - 0 19,-0.0288,equal,-0.8,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-0.13,equal,r1b2rk1/ppp2pp1/1q1p1n1p/8/1n1NP3/2N5/PPP1QPPP/R3KB1R w KQ - 1 14,0.0036,equal,0.1,equal,35.0,white,0.25,0.1,0.3,-0.1,0.2,0.45
-8.35,black,1r3r1k/6pp/2p2p2/p3p3/4P3/1Pn1R2P/P1P2PPN/3R2K1 b - - 0 24,0.7686000000000001,equal,1.1,equal,-25.0,black,0.1,-0.2,0.15,0.0,0.05,0.1
1.74,equal,rn2r1k1/pb3pbp/1ppp1qp1/3Pp3/PP2P3/2NBQN1P/2P2PP1/R4RK1 w - - 0 17,0.0504,equal,1.4000000000000001,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-0.59,equal,rnbqk2r/ppp1bppp/3p1B2/8/3NP3/8/PPP2PPP/RN1QKB1R b KQkq - 0 6,2.3489999999999998,white,4.5,white,-25.0,black,0.0,-0.2,-0.3,0.4,-0.1,-0.2
-8.38,black,r3kbnr/ppp1pppp/1N6/8/2BP4/1P2Pq2/P4PPP/n1BK3R w kq - 0 13,-10.828800000000001,black,-17.3,black,30.0,white,0.3,-0.1,0.4,0.0,0.2,0.8
0.47,equal,rnb1kb1r/p1pq1ppp/1p2p2n/3pP3/3P1P2/2P5/PP4PP/RNBQKBNR w KQkq - 1 6,0.0144,equal,0.4,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.4
1.34,equal,r1bqkb1r/pppnpppp/3p1n2/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,0.0432,equal,1.2000000000000002,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-11.76,black,3r1rk1/5pbp/p5p1/8/6Q1/2P2R2/PP5q/1K3R2 b - - 1 31,-3.0708,black,-4.3,black,250.0,white,0.25,0.1,0.75,-0.5,0.5,0.6
8.92,white,r4rk1/p4ppp/2P1pn2/bB2P2b/3P4/2N2P2/P2B2PP/R3K1NR b KQ - 0 15,3.8646000000000003,white,6.1,white,25.0,white,-0.25,0.0,0.5,0.25,0.3,0.3
1.16,equal,r2qkb1r/1p1n1ppp/p2p1n2/3Pp3/4P3/6P1/PP3PBP/RNBQK2R w KQkq - 3 12,0.0324,equal,0.9,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
2.23,white,3rrk2/p4ppB/n1p2p1p/qp6/3P1bPP/1PP5/PBQ2P2/1K4RR w - - 5 20,-0.0324,equal,-0.9,equal,250.0,white,1.5,0.25,0.5,0.1,0.2,1.05
9.04,white,7k/pp4rp/3b4/3p1P2/3K2n1/8/P3Q3/R2R4 b - - 5 38,4.608,white,6.5,white,-150.0,black,-0.25,-0.1,0.75,-0.5,0.6,0.5
1.73,equal,5r2/5pkp/2Q2R1n/p5p1/8/2P1PNqP/P3b1P1/3N2K1 w - - 3 30,0.7794,equal,1.4,equal,250.0,white,2.0,0.25,0.75,0.25,0.5,1.75
-1.39,equal,r2qkb1r/pp2pppp/1nnp4/2p1P3/2P2Pb1/3B1N2/PP1P2PP/RNBQK2R w KQkq - 2 8,-0.0108,equal,-0.30000000000000004,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-49.98,black,rn2kb1r/ppp2ppp/8/3p4/6Pq/3B2n1/PPPP3P/RNBQK2R b KQkq - 0 9,-0.819,equal,-2.5,black,-25.0,black,0.25,-0.1,-0.2,0.0,-0.15,-0.2
49.97,white,r4bnr/p4k1p/nq1pNpp1/2pQ4/Bp2P3/4B2P/PPP2PP1/R4RK1 w - - 4 17,0.10799999999999998,equal,3.0,white,250.0,white,1.75,0.25,0.75,0.25,0.5,1.5
-2.61,black,5nkr/3R4/1q3p1p/5p2/2Q5/8/PrP2PPP/5RK1 b - - 5 29,-0.5994,equal,3.6000000000000005,white,-150.0,black,-0.5,-0.25,0.75,-1.0,0.5,-0.5
2.21,white,r1bqr1k1/pp3pp1/2p2n1p/3p4/2nPP3/P1P2PP1/5NBP/R1BQ1RK1 w - - 1 14,-0.0432,equal,-1.2000000000000002,equal,35.0,white,0.3,0.2,0.4,0.1,0.2,1.2
0.86,equal,r1bqkb1r/p2npppp/1p1p1n2/2pP4/2B1P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 6,0.072,equal,2.0,equal,25.0,white,0.0,-0.1,-0.2,0.0,-0.1,-0.3
-0.38,equal,r2q1rk1/3nbppp/b3pn2/pp1p4/2pPPP2/P1P3N1/1PBN2PP/R1BQ1RK1 b - - 0 12,0.0,equal,0.0,equal,-25.0,black,0.2,-0.1,0.3,0.0,-0.1,0.3
-3.67,black,r4rk1/p4pp1/2p4p/3pPP2/4bQ2/3q2B1/PP5K/R4R2 b - - 2 25,-1.548,equal,-2.5,black,-25.0,black,0.1,-0.2,-0.1,-0.3,0.0,-0.2
-0.15,equal,rnbqk1nr/ppppppbp/6p1/8/2P5/1PN5/P2PPPPP/R1BQKBNR b KQkq - 2 3,-0.0036,equal,-0.1,equal,-15.0,black,0.0,0.1,-0.2,0.1,-0.1,-0.1
-0.18,equal,r1bqkbnr/pppppppp/2n5/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,0.0396,equal,1.1,equal,25.0,white,0.0,0.0,0.1,0.0,0.1,0.2
-12.65,black,r2q2nr/pppk3p/4p1p1/4p3/4P3/2NPnP2/PP2B1PP/R5KR b - - 1 19,-6.9281999999999995,black,-10.2,black,25.0,white,-0.25,0.1,0.4,0.0,0.3,0.55
0.42,equal,r1bq1rk1/2p1bppp/p2p1n2/1p2p3/3PP3/1nN2N1P/PPP2PP1/R1BQR1K1 w - - 0 11,-2.295,black,-3.0,black,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-0.64,equal,r2qk2r/p1p2pb1/1pn1b2p/3nP1p1/3PNp2/3B1N2/PP4PP/R1BQ1RK1 w kq - 0 13,-0.7686000000000001,equal,-1.1,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
3.65,white,4r1k1/5ppp/ppp5/8/1B6/2Q2P2/PPP2PKP/3r4 b - - 1 20,1.4976,equal,1.1,equal,-150.0,black,-1.5,-0.25,0.25,-0.5,0.0,-1.0
1.76,equal,1n1r2k1/5ppp/1q2p3/1p2N3/2pPP3/2P3P1/2Q2P1P/1R4K1 b - - 4 22,0.0252,equal,0.7000000000000001,equal,-75.0,black,-0.2,0.3,-0.3,0.1,-0.1,-0.2
13.14,white,3b3r/5pk1/2B1b1p1/4p2p/1Q6/2P2R2/P3N2P/R3K1q1 w Q - 2 32,2.916,white,0.0,equal,250.0,white,2.5,0.25,0.75,-0.5,0.5,2.5
-1.63,equal,r3r1k1/pbpq1p1p/np1p1bp1/8/1P1Pp2N/2P3P1/P2NPPBP/1R1QR1K1 w - - 0 14,-0.0396,equal,-1.1,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
0.21,equal,r2q3r/1kp5/1p6/p7/2Q1PP2/3P2nP/PPP3P1/R4R1K w - - 1 27,1.3968,equal,-1.7000000000000002,equal,250.0,white,2.5,0.25,0.75,-0.5,0.25,2.25
-1.31,equal,r1bqk1nr/pppp1pbp/2n3p1/1N6/2BpP3/5N2/PPP2PPP/R1BQK2R b KQkq - 1 6,-0.7110000000000001,equal,0.5,equal,25.0,white,0.0,-0.25,-0.25,0.0,-0.25,-0.5
1.62,equal,r2qk2r/2p2p2/p1nbpn1p/1p1p4/3P4/2PBPN1P/PPQN2P1/R3K2R w KQkq - 2 13,0.0144,equal,0.4,equal,30.0,white,0.25,0.1,0.3,0.05,0.15,0.85
-2.62,black,2k3nr/pppr2bp/6p1/1N3p2/3p4/3P4/PPPB1P1P/2KR3R b - - 1 16,-0.7362,equal,-0.19999999999999996,equal,25.0,white,-0.25,0.1,0.4,0.0,0.3,0.55
0.42,equal,rn1qkbnr/ppp1pppp/3p4/8/8/2N2b1P/PPPPPPP1/R1BQKB1R w KQkq - 0 4,-2.3274,black,-3.9,black,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
0.88,equal,r1bqkbnr/p3pppp/2n5/3p4/2pP1P2/2p1PN2/PP2B1PP/RNBQK2R w KQkq - 0 8,-0.765,equal,-1.0,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
0.03,equal,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 2 3,0.0072,equal,0.2,equal,-15.0,black,0.2,-0.1,-0.15,0.0,-0.05,-0.1
